LED1;LED2;LED3;LED4;LED5;LED6;LED7;LED8;LED9;LED10;LED11;LED12;LED13;region;cone_type
0,412276;0,762698;0,882663;1;0,963785;0,93653;0,801399;0,65592;0,681231;0,432269;0,291544;0,421705;0,442068;SZ;R
0,440804;0,800087;0,896106;1;0,977121;0,913691;0,913827;0,632078;0,613803;0,388241;0,351818;0,364803;0,342914;SZ;R
0,391386;0,698645;0,826986;1;0,927364;0,932993;0,795145;0,635847;0,529567;0,35089;0,264791;0,237852;0,238025;SZ;R
0,558512;0,761648;0,886672;0,944873;1;0,923669;0,845343;0,696143;0,766704;0,498551;0,219506;0,482045;0,46839;SZ;R
0,381804;0,830743;0,915463;0,956467;1;0,910506;0,861298;0,649684;0,400448;0,23845;0,272722;0,331376;0,263234;SZ;R
0,584646;0,720434;0,940709;0,89978;1;0,928689;0,835469;0,654114;0,584986;0,4419;0,321054;0,578309;0,518525;SZ;R
0,476697;0,602902;0,83897;0,868094;1;0,829292;0,745614;0,604227;0,451221;0,428697;0,342514;0,365804;0,391878;SZ;R
0,594811;0,841895;0,91371;1;0,956679;0,937262;0,798939;0,673703;0,747636;0,376156;0,212347;0,446711;0,623114;SZ;R
0,547776;1;0,914294;0,95763;0,934655;0,909074;0,783827;0,769084;0,586012;0,456695;0,400593;0,367556;0,407956;SZ;R
0,50618;0,767559;0,897129;0,997067;1;0,95733;0,92274;0,709208;0,413144;0,354192;-0,0718259;0,103584;0,165905;SZ;R
0,34341;0,757283;0,854626;0,983151;1;0,965808;0,757534;0,672574;0,540338;0,496362;0,133276;0,13532;0,201785;SZ;R
0,533178;0,753326;0,894072;0,94617;1;0,84399;0,806994;0,854413;0,480653;0,312286;0,13133;0,135351;0,330563;SZ;R
0,376413;0,77139;0,790455;1;0,963454;0,703269;0,703803;0,486379;0,526354;0,245545;0,210796;0,537162;0,36731;SZ;R
0,252686;0,640383;0,81918;0,879766;1;0,844988;0,78572;0,518916;0,6258;0,274814;0,110951;0,110638;0,304429;SZ;R
0,332235;0,669032;0,759399;1;0,928773;0,961965;0,742564;0,375019;0,364858;0,111454;0,0109867;0,411473;0,303082;SZ;R
0,695557;0,902636;0,865792;0,916195;1;0,887012;0,886971;0,805235;0,588144;0,443533;0,581315;0,504761;0,523456;SZ;R
0,496552;0,668657;0,907782;0,990504;1;0,909832;0,81286;0,680539;0,670899;0,471629;0,15563;0,44657;0,30391;SZ;R
0,522048;0,728484;0,80401;1;0,890086;0,820722;0,769552;0,530992;0,540698;0,424788;0,400955;0,393576;0,309197;SZ;R
0,223959;0,325145;0,660205;1;0,838298;0,72533;0,70747;0,522112;0,539945;0,300279;0,151845;0,201303;0,419399;SZ;R
0,590762;0,801978;0,87214;1;0,915831;0,724682;0,781852;0,6723;0,539563;0,379362;0,254962;0,503215;0,497225;SZ;R
0,445703;0,703487;0,803761;0,851412;1;0,866678;0,826012;0,461684;0,54361;0,257614;0,124844;0,308508;0,296693;SZ;R
0,232795;0,452185;0,820971;0,90582;1;0,704956;0,593534;0,140094;0,0554176;-0,129265;-0,196206;0,00834154;0,12205;SZ;R
0,156169;0,626155;0,507299;0,954273;1;0,876897;0,671945;0,400331;0,486692;0,070538;-0,084164;-0,124176;0,055149;SZ;R
0,216722;0,52757;0,794968;0,8548;1;0,749193;0,754938;0,626016;0,518922;0,296375;0,30085;0,379675;0,305802;SZ;R
0,365839;0,706755;0,852564;1;0,988731;0,838051;0,865267;0,658757;0,486731;0,307195;0,0965527;0,31498;0,276277;SZ;R
0,482449;0,700663;0,902845;0,97808;1;0,924162;0,84037;0,623083;0,577508;0,536284;0,275894;0,293554;0,360159;SZ;R
0,365776;0,585281;0,834593;1;0,943076;0,962695;0,842024;0,598775;0,308727;0,184932;0,101327;0,320204;0,46329;SZ;R
0,466581;0,707952;0,779541;0,831337;0,983145;0,837946;1;0,768714;0,85897;0,395307;0,233385;0,369967;0,493234;SZ;R
0,547529;0,711692;0,869092;0,987518;1;0,839019;0,873573;0,650321;0,603238;0,262553;0,175962;0,543678;0,348412;SZ;R
0,436999;0,692191;0,70404;0,923813;1;0,699108;0,771967;0,536969;0,524944;0,367958;0,262114;0,429769;0,493688;SZ;R
0,433421;0,882632;1;0,939956;0,925068;0,934989;0,933522;0,588674;0,555431;0,471587;0,247207;0,419057;0,34944;SZ;R
0,261931;0,466279;0,756915;0,806502;1;0,729581;0,603997;0,354478;0,212997;0,260703;0,016028;0,420972;0,231902;SZ;R
